OrderId,SalesChannelId,OrderNumber,CustomerId,CustomerAccountId,OrderDate,OrderStatus,SubTotal,TaxAmount,OrderTotal,PaymentMethod,IsoCurrencyCode,CreatedBy
8e020a2d-9cd9-44c4-808f-925faa5502cf,Kitchen,D200000,CID-001,CA-0002,2021-01-23,Completed,395.86,23.76,419.62,AmEx,USD,SampleGen
58c87b43-8c25-418f-9f05-75143d43707b,Kitchen,D200001,CID-001,CA-0002,2021-02-01,Completed,1441.76,86.52,1528.28,MC,USD,SampleGen
14018351-eedc-4340-a894-c8c15596788d,Kitchen,D200002,CID-001,CA-0002,2021-03-15,Completed,1559.78,93.6,1653.38,VISA,USD,SampleGen
5d241841-bfca-483d-9a1b-94641f7a37f2,Kitchen,D200003,CID-001,CA-0002,2021-04-01,Completed,499.92,30.0,529.92,MC,USD,SampleGen
6dfc722a-4836-4833-8f58-53acbd8e82f5,Kitchen,D200004,CID-001,CA-0002,2021-08-19,Completed,421.9,25.32,447.22,VISA,USD,SampleGen
9b6a3ea1-fcda-439b-80c3-9520470f5d60,Kitchen,D200005,CID-001,CA-0002,2021-09-22,Completed,955.72,57.36,1013.08,Discover,USD,SampleGen
1af6c28a-57ab-40a8-acae-4eb41cf25a76,Kitchen,D200006,CID-001,CA-0002,2021-11-01,Shipped,939.84,56.4,996.24,MC,USD,SampleGen
9b4a4ab5-f09e-48c9-87d3-2c6bf5606bc7,Kitchen,D200007,CID-001,CA-0002,2021-12-16,Completed,157.9,9.48,167.38,MC,USD,SampleGen
52901254-bd22-4ce6-90a5-9d3278f1a057,Kitchen,D200008,CID-001,CA-0002,2021-12-16,Completed,1287.82,77.28,1365.1,VISA,USD,SampleGen
7ca14a0e-3349-4d05-b464-1052368f3cc4,Kitchen,D200009,CID-001,CA-0002,2022-02-03,Pending,1187.82,71.28,1259.1,VISA,USD,SampleGen
