OrderID,ProductLineName,OrderNumber,CustomerID,CustomerAccountID,OrderDate,OrderStatus,SubTotal,TaxAmount,OrderTotal,PaymentMethod,IsoCurrencyCode,CreatedBy
808fc41a-5eac-43b9-84d6-12633f04542a,Ski,S300000,CID-001,CA-0926,2026-04-18,Shipped,1829.96,160.12,1990.08,VISA,USD,SampleGen
2aaed450-2e4d-41e3-816f-e5a80fba4beb,Ski,S300001,CID-001,CA-0926,2021-05-09,Completed,3919.94,343.0,4262.94,MC,USD,SampleGen
2be88b22-007c-435c-ae0b-f3e652130658,Ski,S300002,CID-001,CA-0926,2025-09-25,Completed,2614.97,228.81,2843.78,AmEx,USD,SampleGen
a9a0462f-3339-4559-90cd-f0885a30da16,Ski,S300003,CID-001,CA-0926,2026-06-28,Completed,2299.93,201.25,2501.18,MC,USD,SampleGen
3ae71ca7-8198-46c2-addd-cfbd1bb743c1,Ski,S300004,CID-002,CA-0927,2022-06-12,Completed,789.96,69.12,859.08,VISA,USD,SampleGen
b4ea736f-a3bd-443c-965d-f7446a4b20b9,Ski,S300005,CID-003,CA-0928,2025-05-15,Completed,3579.94,313.25,3893.19,MC,USD,SampleGen
8ac8bcf5-f387-4133-89a2-912c7b908aca,Ski,S300006,CID-003,CA-0928,2024-02-23,Completed,4699.94,411.25,5111.19,Discover,USD,SampleGen
0893c1ec-ec5a-40fa-b479-df7c0b0b5f80,Ski,S300007,CID-003,CA-0928,2021-06-30,Completed,2709.95,237.12,2947.07,PayPal,USD,SampleGen
f31e59c0-2c8e-4a1d-8a97-0e545309cc61,Ski,S300008,CID-003,CA-0928,2022-06-05,Completed,839.96,73.5,913.46,AmEx,USD,SampleGen
9df43b67-bade-4396-b06a-dc76e7b0bd47,Ski,S300009,CID-003,CA-0928,2023-01-01,Shipped,1059.96,92.75,1152.71,MC,USD,SampleGen
cbbfa51b-3994-435c-939c-01c6d2edd679,Ski,S300010,CID-004,CA-0929,2021-08-26,Completed,14.99,1.31,16.3,Discover,USD,SampleGen
814ad11b-b02a-4f81-9d23-97da8456d837,Ski,S300011,CID-005,CA-0930,2022-12-17,Completed,899.98,78.75,978.73,VISA,USD,SampleGen
7292ff72-f61d-4569-b8e1-ff0b99098a64,Ski,S300012,CID-005,CA-0930,2024-11-22,Completed,1359.95,118.99,1478.94,MC,USD,SampleGen
f9ed93db-6df3-4ba2-bcb8-bc1f7dc476b1,Ski,S300013,CID-005,CA-0930,2021-05-02,Completed,1359.96,119.0,1478.96,MC,USD,SampleGen
e9e3b1b2-3ebd-4449-a106-d8c3bbb1bb2c,Ski,S300014,CID-005,CA-0930,2026-01-08,Completed,2029.94,177.61,2207.55,VISA,USD,SampleGen
8bef4f29-752f-43cf-9f46-c5e298a33b3d,Ski,S300015,CID-006,CA-0931,2021-09-28,Pending,2049.96,179.37,2229.33,VISA,USD,SampleGen
4e7c53fa-1778-48c1-a4c6-0151c6f89eb2,Ski,S300016,CID-006,CA-0931,2026-06-27,Pending,1679.94,147.0,1826.94,PayPal,USD,SampleGen
e4f249b4-b994-41f7-97a8-6b9e1af0dfb2,Ski,S300017,CID-006,CA-0931,2022-12-18,Completed,3199.95,280.0,3479.95,PayPal,USD,SampleGen
