PaymentID,InvoiceID,CustomerID,PaymentDate,PaymentAmount,PaymentMethod,PaymentStatus,CreatedBy
0011dc7a-c56d-48d4-91c2-a132b32fc6fb,INV-e783852e-eb23-4613-a8b7-ae73be3e7971,CID-001,2025-01-29,4188.96,VISA,Completed,SampleGen
f21a6da5-e6a7-4dd8-8e82-845e65a03d07,INV-196539cf-d357-4571-a449-b5d98c87c419,CID-001,2025-02-17,2246.98,VISA,Completed,SampleGen
e8cde051-68d6-4335-9446-761e2977c97c,INV-88c33c7d-eea5-40ba-8d22-a80b041fde55,CID-001,2025-02-23,3519.02,VISA,Completed,SampleGen
ff811022-689d-49b5-a983-a5d414b16957,INV-a14ca46b-7b5b-4119-8cf6-c95bd8e5573e,CID-001,2025-03-01,4627.78,MC,Completed,SampleGen
76d6c512-3d9d-4f9d-b52b-d6b36f758a44,INV-ad600795-f6d1-4141-8db5-46b84cc368c4,CID-001,2025-03-13,741.82,MC,Completed,SampleGen
56dbcf5b-5cc6-4c07-a564-3a98a5976ff2,INV-3d12a8fc-231e-4cc4-ae23-70efbb0e0b92,CID-001,2025-04-20,2098.7,VISA,Completed,SampleGen
6f4a9a49-b6ca-44b1-bb12-ec3144829b4c,INV-232b1cba-6a13-4681-a347-05f3bc8ad13d,CID-001,2025-04-29,1937.44,MC,Completed,SampleGen
a8ad11ac-9e78-45be-b581-03365b4b7c01,INV-4e4a5373-9368-42d5-af13-65e4fb508f6f,CID-001,2025-05-30,743.9,Discover,Completed,SampleGen
9b93013e-a652-4958-8f2f-6d066143fbad,INV-b0ad2c29-ad38-445e-8311-5383050ec565,CID-001,2025-05-11,5605.08,PayPal,Completed,SampleGen
372ca432-3f93-4e46-a480-6271d4cef926,INV-cefa9a22-7c0e-4cce-83a1-7bfba16d07de,CID-001,2025-05-11,888.06,AmEx,Completed,SampleGen
38779583-0813-4ebb-8353-e0c98d1c0b00,INV-8c001fa6-730e-4f08-acf3-7ec4d0deb5e3,CID-001,2025-06-13,275.5,AmEx,Completed,SampleGen
20505a80-6d44-4592-89de-49f260fbd828,INV-102620ed-bb73-4de9-a269-1512f29f9d25,CID-001,2025-06-30,2560.76,AmEx,Completed,SampleGen
6d3ca0c1-40e3-4f8f-93ca-977f2b53b456,INV-df0256ec-b236-4bac-9b7e-fc8ef9022dcb,CID-001,2025-06-26,381.48,MC,Completed,SampleGen
4aac3afc-ab2c-4682-98b5-0547b8aef2d0,INV-24212fbc-f0ed-4ff2-b762-d12fcf077bf6,CID-001,2025-07-14,381.48,PayPal,Completed,SampleGen
b9a773ce-d92b-4298-84a8-06df0853cb72,INV-c2cd611a-d7a4-40a5-8a46-638ea6b8665b,CID-001,2025-07-03,953.92,VISA,Completed,SampleGen
f2d1171f-d4d8-4e57-abb1-d9b6fc7ece6a,INV-0fa022b1-f8be-4ee0-8037-263eec5d8a87,CID-001,2025-07-18,2662.52,VISA,Completed,SampleGen
105b1bef-a240-4aac-8bf0-f3b9d9f7e8bc,INV-98d46765-3a63-4aef-a3de-9c0a375a8230,CID-001,2025-07-24,572.26,VISA,Completed,SampleGen
37ceddc3-a2fe-49c1-8565-cf0026a7924f,INV-548988b6-177f-4dc1-a30c-73b85320c70c,CID-001,2025-08-08,2518.42,MC,Completed,SampleGen
80752b74-c644-4780-b61b-640fcf9a2b0d,INV-024bb3db-1c5b-4d41-b7d3-3a835b07e132,CID-001,2025-08-22,298.82,MC,Completed,SampleGen
0c0adbc7-0551-4f2e-904b-d9fdf2b23b5e,INV-116ee776-2cc9-4a6e-8270-5a396a307304,CID-001,2025-08-20,1653.36,VISA,Completed,SampleGen
eca62eac-9a62-4ef1-a234-ef725688a671,INV-db76370c-2945-432c-a962-4febee749354,CID-001,2025-08-12,2660.36,VISA,Completed,SampleGen
f4f41a7f-794a-487e-a514-ddca0ebd9935,INV-88167d28-7237-4591-af75-d9004d290081,CID-001,2025-09-18,1780.68,VISA,Completed,SampleGen
5719b7b6-fec3-450a-bb16-a43d1acc7dcb,INV-9483ca87-5ca1-4115-aa75-a23951b9722c,CID-001,2025-09-27,1445.62,Discover,Completed,SampleGen
d8cfa865-82ea-4b94-8c74-30f0f9db87be,INV-13c869fb-5716-40d1-97ad-b5b2f6e09700,CID-001,2025-09-17,1990.58,VISA,Completed,SampleGen
5d6f6ba6-03c7-4b7b-be52-5c2d7aa2337a,INV-761ac513-991c-4366-9fb8-f42256d9c029,CID-001,2025-09-02,576.56,Discover,Completed,SampleGen
34cba66e-4723-432c-b953-22b2688876ac,INV-c84b18ea-d6b3-4bee-9925-f5d54dd43f6e,CID-001,2025-10-17,4557.84,VISA,Completed,SampleGen
5d29f328-0389-4f0f-86e3-2b3d84b1e269,INV-57dd54fa-1c70-4745-8159-377ba963e2ba,CID-001,2025-10-16,830.9,VISA,Completed,SampleGen
95c7ccd1-b750-43fd-bf03-bebbc00cd7a0,INV-e628bba9-a6c7-420c-a88f-9ea25ba0b9de,CID-001,2025-10-19,2948.7,VISA,Completed,SampleGen
7313b648-d896-4ecf-adfb-e061fa5a0b24,INV-0777fbe1-281b-41eb-8766-aa39a100f820,CID-001,2025-11-06,2654.02,MC,Completed,SampleGen
cce82b28-ed8f-433a-8a52-4bb4c52540d1,INV-ba6a225a-3919-4de8-aea7-4198869eeda7,CID-001,2025-11-07,551.12,AmEx,Completed,SampleGen
efa19980-3581-4053-b949-b985461951bc,INV-3dbc1496-0a23-4dca-aa6b-777efc7e1b43,CID-001,2025-11-08,618.88,Discover,Completed,SampleGen
3f794172-5e47-4f07-9b37-9d68869440fa,INV-5d99cc49-8fe4-4650-811b-40a692b4d8c4,CID-001,2025-11-25,1186.98,MC,Completed,SampleGen
8f248865-d9e7-42d1-855c-7036a703c35c,INV-7cf072e5-3969-4a33-bc4e-39c30c9b525d,CID-001,2025-12-30,1432.96,MC,Completed,SampleGen
779ccaca-71d8-49be-a7ad-b83a8eb16d95,INV-ed029030-b8e8-41ef-b6b9-5ac820614161,CID-001,2025-12-04,886.04,VISA,Completed,SampleGen
21d0245c-1018-4b5f-94b4-44d57188f4d2,INV-4f7f2afc-4923-4ab0-9835-fa7633b3be76,CID-001,2025-12-15,4947.92,VISA,Completed,SampleGen
086a10e7-9113-4266-9f1a-0f46997f6429,INV-36312913-2201-4366-8cc2-a4633df61e7c,CID-001,2025-12-11,1630.08,VISA,Completed,SampleGen
1a0348c6-612c-47f7-8784-7187cc1437be,INV-234deb24-a20a-4058-83df-98f59f499a38,CID-001,2026-01-30,3078.06,VISA,Completed,SampleGen
bf7fbc50-19fe-4f36-bc6c-31ff8e42b240,INV-d39a4da5-5811-4f42-9981-496322456104,CID-001,2026-01-27,1990.58,AmEx,Completed,SampleGen
33d1739d-064c-4346-9234-ef157fb7fc97,INV-608b767c-627f-4869-a4e5-b61ca1485f95,CID-001,2026-01-31,699.48,AmEx,Completed,SampleGen
6001abe9-98e6-4c06-8c68-7927297f6683,INV-62a82116-4d1f-4d4c-9290-080e072be1f9,CID-001,2026-01-21,2955.14,MC,Completed,SampleGen
39da760c-f05c-4780-bbd8-4a69084d5e8f,INV-01031885-3a19-407b-bcb3-ef8a0e7b9e84,CID-001,2026-01-30,864.84,MC,Completed,SampleGen
d5dce9ea-b357-4e8d-97ac-d8eb12d71286,INV-2c94d373-13a0-42b7-aee8-30bb3f76e9b7,CID-001,2026-02-03,1108.54,VISA,Completed,SampleGen
5b0fc68e-6a73-4fab-96c0-bc4e250138b6,INV-d0ccbe5a-2572-4e93-8166-d526da260e3b,CID-001,2026-02-18,3917.64,VISA,Completed,SampleGen
d0e1510d-4b85-4d24-9049-75d9c8f4db29,INV-9735b8f1-7f28-4be8-9791-12ca93abc18c,CID-001,2026-02-16,4320.42,VISA,Completed,SampleGen
9cfdf7d3-1f53-4d4a-b023-a334b0f5a8ec,INV-cb0af439-922b-4d29-bbe1-2b1654aacbd1,CID-001,2026-02-07,695.26,VISA,Completed,SampleGen
dfd8c6bf-8b2e-444e-b97e-1a04ad5371b3,INV-70df9797-f3d7-48cb-9359-ceeb9990ac9b,CID-001,2026-02-13,4515.5,VISA,Completed,SampleGen
e062179d-9433-46ec-a4f5-6edeebcabf83,INV-a9616a52-ffb5-4fb3-86a8-14423e11d61a,CID-001,2026-03-18,2760.1,MC,Completed,SampleGen
1b97ec40-cf01-41d1-8540-d2d2b6c8b4dd,INV-95463495-f424-4785-8d70-8a3f941498f3,CID-001,2026-03-15,4606.48,MC,Completed,SampleGen
68e753f3-320d-41f3-8cbf-bb436d2cc0f7,INV-3374c19d-51b5-4838-8209-cf902c9c0126,CID-001,2026-03-09,669.84,MC,Completed,SampleGen
65474b8f-e91c-4e3a-b8e1-a52eef5cf622,INV-e649a4dd-3796-4125-a7a7-9685ff6ab249,CID-001,2026-03-02,911.44,PayPal,Completed,SampleGen
4e21860d-a7e9-4878-be03-4d4124fd3b60,INV-0a381a98-c734-40a8-b964-9eac7c08f6f2,CID-001,2026-03-11,1712.72,MC,Completed,SampleGen
728d89a7-0cd5-4d76-9554-53214c1c80ea,INV-40cff593-8d6f-42a4-bb86-a42e27faabcf,CID-001,2026-04-21,4044.72,VISA,Completed,SampleGen
bc6ffa0a-0a7f-4e71-a9de-271d435434ec,INV-e0240f19-4ef6-4e48-9795-84f82575a348,CID-001,2026-04-09,3760.76,MC,Completed,SampleGen
32ad3fd2-e001-4bee-90f7-bcc72e16084d,INV-41af30f6-cfc1-482b-b5c6-059d5af1f392,CID-001,2026-04-12,4489.98,AmEx,Completed,SampleGen
f263f263-9fa8-408d-9382-be057d12d2f4,INV-34488af3-473f-4502-8287-6621a0f0fe40,CID-001,2026-04-21,3822.22,AmEx,Completed,SampleGen
9d5a29e5-caa7-40cb-8a08-618abfbe8eed,INV-f39fb6b8-8c39-4f0a-9b96-95e68d3e5d2e,CID-001,2026-04-07,481.1,MC,Completed,SampleGen
f1ebc2a4-74f3-421d-8b5f-6de8eda1dc5e,INV-6ea8c4f7-30a9-40e9-b698-a337b5f7356d,CID-002,2025-02-22,464.16,AmEx,Completed,SampleGen
2a97c715-61d4-4607-ad8a-a1e523cf5f17,INV-4507ed8a-efe3-4066-b038-9145a76b7403,CID-002,2025-05-15,3145.8,Discover,Completed,SampleGen
36a5c90c-f594-41b3-b25e-1a59301d0081,INV-e7d6e8ab-2999-478a-a1d3-c953b2a45609,CID-002,2025-12-08,606.2,AmEx,Completed,SampleGen
