PaymentID,InvoiceID,CustomerID,PaymentDate,PaymentAmount,PaymentMethod,PaymentStatus,CreatedBy
PAY-808fc41a-5eac-43b9-84d6-12633f04542a,INV-808fc41a-5eac-43b9-84d6-12633f04542a,CID-001,2026-04-19,1990.08,VISA,Completed,SampleGen
PAY-2aaed450-2e4d-41e3-816f-e5a80fba4beb,INV-2aaed450-2e4d-41e3-816f-e5a80fba4beb,CID-001,2021-05-10,4262.94,MC,Completed,SampleGen
PAY-2be88b22-007c-435c-ae0b-f3e652130658,INV-2be88b22-007c-435c-ae0b-f3e652130658,CID-001,2025-09-26,2843.78,AmEx,Completed,SampleGen
PAY-a9a0462f-3339-4559-90cd-f0885a30da16,INV-a9a0462f-3339-4559-90cd-f0885a30da16,CID-001,2026-06-29,2501.18,MC,Completed,SampleGen
PAY-3ae71ca7-8198-46c2-addd-cfbd1bb743c1,INV-3ae71ca7-8198-46c2-addd-cfbd1bb743c1,CID-002,2022-06-13,859.08,VISA,Completed,SampleGen
PAY-b4ea736f-a3bd-443c-965d-f7446a4b20b9,INV-b4ea736f-a3bd-443c-965d-f7446a4b20b9,CID-003,2025-05-16,3893.19,MC,Completed,SampleGen
PAY-8ac8bcf5-f387-4133-89a2-912c7b908aca,INV-8ac8bcf5-f387-4133-89a2-912c7b908aca,CID-003,2024-02-24,5111.19,Discover,Completed,SampleGen
PAY-0893c1ec-ec5a-40fa-b479-df7c0b0b5f80,INV-0893c1ec-ec5a-40fa-b479-df7c0b0b5f80,CID-003,2021-07-01,2947.07,PayPal,Completed,SampleGen
PAY-f31e59c0-2c8e-4a1d-8a97-0e545309cc61,INV-f31e59c0-2c8e-4a1d-8a97-0e545309cc61,CID-003,2022-06-06,913.46,AmEx,Completed,SampleGen
PAY-9df43b67-bade-4396-b06a-dc76e7b0bd47,INV-9df43b67-bade-4396-b06a-dc76e7b0bd47,CID-003,2023-01-02,1152.71,MC,Completed,SampleGen
PAY-cbbfa51b-3994-435c-939c-01c6d2edd679,INV-cbbfa51b-3994-435c-939c-01c6d2edd679,CID-004,2021-08-27,16.3,Discover,Completed,SampleGen
PAY-814ad11b-b02a-4f81-9d23-97da8456d837,INV-814ad11b-b02a-4f81-9d23-97da8456d837,CID-005,2022-12-18,978.73,VISA,Completed,SampleGen
PAY-7292ff72-f61d-4569-b8e1-ff0b99098a64,INV-7292ff72-f61d-4569-b8e1-ff0b99098a64,CID-005,2024-11-23,1478.94,MC,Completed,SampleGen
PAY-f9ed93db-6df3-4ba2-bcb8-bc1f7dc476b1,INV-f9ed93db-6df3-4ba2-bcb8-bc1f7dc476b1,CID-005,2021-05-03,1478.96,MC,Completed,SampleGen
PAY-e9e3b1b2-3ebd-4449-a106-d8c3bbb1bb2c,INV-e9e3b1b2-3ebd-4449-a106-d8c3bbb1bb2c,CID-005,2026-01-09,2207.55,VISA,Completed,SampleGen
PAY-8bef4f29-752f-43cf-9f46-c5e298a33b3d,INV-8bef4f29-752f-43cf-9f46-c5e298a33b3d,CID-006,2021-09-29,2229.33,VISA,Completed,SampleGen
PAY-4e7c53fa-1778-48c1-a4c6-0151c6f89eb2,INV-4e7c53fa-1778-48c1-a4c6-0151c6f89eb2,CID-006,2026-06-28,1826.94,PayPal,Completed,SampleGen
PAY-e4f249b4-b994-41f7-97a8-6b9e1af0dfb2,INV-e4f249b4-b994-41f7-97a8-6b9e1af0dfb2,CID-006,2022-12-19,3479.95,PayPal,Completed,SampleGen
PAY-5330cd59-05bd-4e8b-99bb-e664f63c232f,INV-5330cd59-05bd-4e8b-99bb-e664f63c232f,CID-006,2025-12-09,1196.23,VISA,Completed,SampleGen
PAY-6ea5b7f8-1472-4a7b-9eae-64210d4cce76,INV-6ea5b7f8-1472-4a7b-9eae-64210d4cce76,CID-007,2025-12-27,2827.47,VISA,Completed,SampleGen
PAY-bb8c595a-fb18-490f-b2c1-e23e6160083a,INV-bb8c595a-fb18-490f-b2c1-e23e6160083a,CID-007,2026-10-17,2860.06,VISA,Completed,SampleGen
PAY-21ccda0c-37a6-4d7a-a822-4721114da688,INV-21ccda0c-37a6-4d7a-a822-4721114da688,CID-008,2021-05-15,1196.23,PayPal,Completed,SampleGen
PAY-e6d03e30-4d4b-4eb6-85f2-ffb7597a82ef,INV-e6d03e30-4d4b-4eb6-85f2-ffb7597a82ef,CID-008,2024-03-31,869.98,PayPal,Completed,SampleGen
PAY-7cdcccc3-49e9-41a9-b891-beb04547ae87,INV-7cdcccc3-49e9-41a9-b891-beb04547ae87,CID-009,2021-09-11,1935.7,PayPal,Completed,SampleGen
PAY-8ef75dd7-f2b7-467a-a233-7205a66962e5,INV-8ef75dd7-f2b7-467a-a233-7205a66962e5,CID-010,2024-09-20,2066.2,Discover,Completed,SampleGen
PAY-9b71793a-376a-46ee-a73b-7c7094231a3a,INV-9b71793a-376a-46ee-a73b-7c7094231a3a,CID-010,2021-06-08,380.59,VISA,Completed,SampleGen
PAY-135271f5-e1d0-4ec9-941a-9bd82f952b98,INV-135271f5-e1d0-4ec9-941a-9bd82f952b98,CID-010,2023-10-26,1315.84,MC,Completed,SampleGen
PAY-7677db67-25bd-4fd7-b154-67a3acc8421e,INV-7677db67-25bd-4fd7-b154-67a3acc8421e,CID-010,2021-07-19,3588.68,VISA,Completed,SampleGen
PAY-b5744d92-b966-490c-ad89-344d62d95b51,INV-b5744d92-b966-490c-ad89-344d62d95b51,CID-010,2025-01-01,761.23,VISA,Completed,SampleGen
PAY-5f4b9ff9-580c-4986-b3db-f8187f774b54,INV-5f4b9ff9-580c-4986-b3db-f8187f774b54,CID-010,2025-07-22,1913.94,AmEx,Completed,SampleGen
PAY-abdc803d-bba5-41e5-b269-faf73bd81ff3,INV-abdc803d-bba5-41e5-b269-faf73bd81ff3,CID-011,2023-12-13,2664.33,MC,Completed,SampleGen
PAY-176cc2eb-b39c-4d96-b108-43dec29caa43,INV-176cc2eb-b39c-4d96-b108-43dec29caa43,CID-011,2025-05-01,434.99,Discover,Completed,SampleGen
PAY-4a80fe26-5897-47dd-88d1-f77d1458ffa7,INV-4a80fe26-5897-47dd-88d1-f77d1458ffa7,CID-011,2023-07-05,239.22,PayPal,Completed,SampleGen
PAY-4ea85bf2-709d-4dc9-b3bd-d74bf1d8cde1,INV-4ea85bf2-709d-4dc9-b3bd-d74bf1d8cde1,CID-011,2023-05-03,2599.08,AmEx,Completed,SampleGen
PAY-b7865066-4b27-4ed5-89ce-ef5e504c2c75,INV-b7865066-4b27-4ed5-89ce-ef5e504c2c75,CID-012,2021-01-23,2827.48,MC,Completed,SampleGen
PAY-cfe2d42d-7067-4ea5-8e55-03af11bcaa03,INV-cfe2d42d-7067-4ea5-8e55-03af11bcaa03,CID-012,2025-06-12,685.08,AmEx,Completed,SampleGen
PAY-cdea81e0-21aa-414a-92b2-17949824c161,INV-cdea81e0-21aa-414a-92b2-17949824c161,CID-013,2023-04-15,1500.72,Discover,Completed,SampleGen
PAY-cfb39dfa-283c-4f57-aa69-2b51839963be,INV-cfb39dfa-283c-4f57-aa69-2b51839963be,CID-013,2023-12-08,815.59,Discover,Completed,SampleGen
PAY-1e4c71db-125e-4b49-b37c-ccb705304a31,INV-1e4c71db-125e-4b49-b37c-ccb705304a31,CID-013,2025-10-14,2718.68,PayPal,Completed,SampleGen
PAY-599cba47-4146-4ba0-90bf-07d09bd83fc3,INV-599cba47-4146-4ba0-90bf-07d09bd83fc3,CID-014,2025-08-16,1169.01,PayPal,Completed,SampleGen
PAY-4e15b9cd-634d-4c62-91d6-8cea7c0dbc71,INV-4e15b9cd-634d-4c62-91d6-8cea7c0dbc71,CID-014,2024-08-17,2370.68,VISA,Completed,SampleGen
PAY-21896dfa-25db-4c9e-9c95-a0a3d3522288,INV-21896dfa-25db-4c9e-9c95-a0a3d3522288,CID-015,2025-08-19,1152.67,AmEx,Completed,SampleGen
PAY-0ffa35cc-3c6f-4aaa-8d07-33ec9c1d1d92,INV-0ffa35cc-3c6f-4aaa-8d07-33ec9c1d1d92,CID-015,2025-08-31,2283.72,VISA,Completed,SampleGen
PAY-eb03fd84-5832-406b-840f-c15ceed5905f,INV-eb03fd84-5832-406b-840f-c15ceed5905f,CID-016,2022-04-26,1522.48,VISA,Completed,SampleGen
PAY-48243a64-2730-4a0b-9e73-ad30a0e711a3,INV-48243a64-2730-4a0b-9e73-ad30a0e711a3,CID-016,2024-12-01,1196.22,AmEx,Completed,SampleGen
PAY-34add744-eeab-4932-829e-840a03f62715,INV-34add744-eeab-4932-829e-840a03f62715,CID-017,2025-12-30,2642.57,VISA,Completed,SampleGen
PAY-10b9c3f6-733e-499e-9775-82c448200994,INV-10b9c3f6-733e-499e-9775-82c448200994,CID-017,2026-10-16,3327.69,Discover,Completed,SampleGen
PAY-7cd7485e-ff76-4132-b217-61db6576c3d0,INV-7cd7485e-ff76-4132-b217-61db6576c3d0,CID-017,2024-04-02,347.98,AmEx,Completed,SampleGen
PAY-f7197948-6424-44f5-b6cc-7f5ac4cd3a55,INV-f7197948-6424-44f5-b6cc-7f5ac4cd3a55,CID-017,2025-09-21,2512.07,MC,Completed,SampleGen
PAY-01f89be9-7401-406b-9abf-ce366b46ddfe,INV-01f89be9-7401-406b-9abf-ce366b46ddfe,CID-017,2025-06-27,543.73,PayPal,Completed,SampleGen
PAY-e55447c9-f93e-467c-8c0a-004814797ede,INV-e55447c9-f93e-467c-8c0a-004814797ede,CID-018,2025-09-04,1413.73,PayPal,Completed,SampleGen
PAY-77571c14-ce0e-404f-9e8f-1030b40c6469,INV-77571c14-ce0e-404f-9e8f-1030b40c6469,CID-018,2026-07-07,1799.75,VISA,Completed,SampleGen
PAY-23292c58-826f-4f04-bdfb-1e872ac219a8,INV-23292c58-826f-4f04-bdfb-1e872ac219a8,CID-019,2024-04-07,1098.33,VISA,Completed,SampleGen
PAY-ab9f151d-b3a4-4220-bee3-99a381ea493b,INV-ab9f151d-b3a4-4220-bee3-99a381ea493b,CID-019,2021-01-26,978.73,Discover,Completed,SampleGen
PAY-2c89e079-1f32-408e-b2c8-aacac53c0269,INV-2c89e079-1f32-408e-b2c8-aacac53c0269,CID-019,2025-01-30,1196.22,AmEx,Completed,SampleGen
PAY-ae371c13-f775-4203-88ea-1b1f40d34003,INV-ae371c13-f775-4203-88ea-1b1f40d34003,CID-019,2026-06-20,288.16,AmEx,Completed,SampleGen
PAY-7cd509f0-4e31-48c2-8cc8-061d3f8c5217,INV-7cd509f0-4e31-48c2-8cc8-061d3f8c5217,CID-020,2022-01-13,2892.68,VISA,Completed,SampleGen
PAY-767106a5-f9b6-400d-98cd-6389587827a1,INV-767106a5-f9b6-400d-98cd-6389587827a1,CID-020,2023-09-08,1288.62,MC,Completed,SampleGen
PAY-c6a7bbf1-65bc-42d9-84d8-148836e1cccd,INV-c6a7bbf1-65bc-42d9-84d8-148836e1cccd,CID-020,2024-08-25,2533.81,MC,Completed,SampleGen
PAY-c6efbd83-dbee-4514-90c6-7e75b655886b,INV-c6efbd83-dbee-4514-90c6-7e75b655886b,CID-020,2022-07-20,1250.57,PayPal,Completed,SampleGen
PAY-e1d9b691-4fbe-4dfd-959b-f05c749466d2,INV-e1d9b691-4fbe-4dfd-959b-f05c749466d2,CID-020,2022-05-04,413.23,VISA,Completed,SampleGen
PAY-f7d693de-33aa-4361-b07b-3a24bf1f4a2b,INV-f7d693de-33aa-4361-b07b-3a24bf1f4a2b,CID-020,2023-02-26,4034.56,MC,Completed,SampleGen
PAY-cc09216f-a9e2-4040-ac88-c6ac9c11fe24,INV-cc09216f-a9e2-4040-ac88-c6ac9c11fe24,CID-021,2024-05-24,956.95,VISA,Completed,SampleGen
PAY-75bb403f-b83e-4614-965a-db6978f0bf5e,INV-75bb403f-b83e-4614-965a-db6978f0bf5e,CID-021,2026-01-26,3806.21,VISA,Completed,SampleGen
PAY-b8314ecc-fec1-49a0-89c2-b1d226ad87aa,INV-b8314ecc-fec1-49a0-89c2-b1d226ad87aa,CID-021,2025-10-27,1881.32,AmEx,Completed,SampleGen
PAY-c56b9da6-a548-4dd7-8d70-d4f53b4d7429,INV-c56b9da6-a548-4dd7-8d70-d4f53b4d7429,CID-021,2024-07-30,1457.21,VISA,Completed,SampleGen
