OrderID,ProductLineName,OrderNumber,CustomerID,CustomerAccountID,OrderDate,OrderStatus,SubTotal,TaxAmount,OrderTotal,PaymentMethod,IsoCurrencyCode,CreatedBy
9ee42022-22ae-4e67-8b12-5f099554a082,Kitchen,D200000,CID-001,CA-0002,2025-01-04,Pending,3507.8,210.48,3718.28,MC,USD,SampleGen
d33a4ce0-3d43-438f-a063-bf02ccded05b,Kitchen,D200001,CID-001,CA-0002,2025-02-17,Pending,639.76,38.4,678.16,MC,USD,SampleGen
116ed41f-1bf3-46d4-af9a-d56fd69ad53a,Kitchen,D200002,CID-001,CA-0002,2025-03-29,Completed,475.92,28.56,504.48,VISA,USD,SampleGen
b90c9795-31ef-4c1d-b331-95790a642b16,Kitchen,D200003,CID-001,CA-0002,2025-04-22,Completed,1241.72,74.52,1316.24,MC,USD,SampleGen
582a8bf8-18e1-40ae-a68a-834800590cd8,Kitchen,D200004,CID-001,CA-0002,2025-05-29,Completed,3789.82,227.4,4017.22,VISA,USD,SampleGen
fd9c01ba-5ce4-4b44-8b8c-e287e974a3fd,Kitchen,D200005,CID-001,CA-0002,2025-05-08,Completed,583.82,35.04,618.86,VISA,USD,SampleGen
01112cb8-dbeb-47e7-ab6b-ce785221e781,Kitchen,D200006,CID-001,CA-0002,2025-06-27,Completed,7367.72,442.08,7809.8,VISA,USD,SampleGen
3ef332c5-92ed-4d8c-9a95-66d8fda24b10,Kitchen,D200007,CID-001,CA-0002,2025-07-09,Completed,4213.78,252.84,4466.62,VISA,USD,SampleGen
fcee05d1-feb7-4d8d-8175-c5a7604ed159,Kitchen,D200008,CID-001,CA-0002,2025-07-22,Shipped,3005.8,180.36,3186.16,VISA,USD,SampleGen
5f79cdcd-c1c0-4ac1-96c8-93779f9cac48,Kitchen,D200009,CID-001,CA-0002,2025-08-09,Completed,381.9,22.92,404.82,MC,USD,SampleGen
dba57dd6-dfd1-458e-8d01-cb8b6c82bbe5,Kitchen,D200010,CID-001,CA-0002,2025-08-17,Completed,3515.76,210.96,3726.72,VISA,USD,SampleGen
bae4c4ab-30df-43d4-a15f-944f1047ae7b,Kitchen,D200011,CID-001,CA-0002,2025-09-21,Shipped,293.88,17.64,311.52,AmEx,USD,SampleGen
f3cdd2c4-1383-48e0-a05d-61913fb34fd6,Kitchen,D200012,CID-001,CA-0002,2025-09-01,Pending,3639.84,218.4,3858.24,Discover,USD,SampleGen
8463d225-deae-430e-9d3b-915f690c9cb2,Kitchen,D200013,CID-001,CA-0002,2025-10-31,Completed,995.86,59.76,1055.62,PayPal,USD,SampleGen
3bc181a1-2cb7-47f2-8cb6-f624b96aac3d,Kitchen,D200014,CID-001,CA-0002,2025-10-27,Completed,2869.8,172.2,3042.0,VISA,USD,SampleGen
27a8cfc5-b2f5-4cc7-9a87-d3b0c4914560,Kitchen,D200015,CID-001,CA-0002,2025-10-16,Completed,1301.76,78.12,1379.88,MC,USD,SampleGen
a94d795a-1b9d-4411-aa7b-74b5cea94def,Kitchen,D200016,CID-001,CA-0002,2025-11-16,Completed,5399.78,324.0,5723.78,PayPal,USD,SampleGen
1f912dc0-d13c-446b-8973-b05ecac6617b,Kitchen,D200017,CID-001,CA-0002,2025-11-14,Completed,1121.82,67.32,1189.14,VISA,USD,SampleGen
fd3d450a-5b4c-4429-924c-b4b2b9ab118a,Kitchen,D200018,CID-001,CA-0002,2025-11-16,Shipped,1087.84,65.28,1153.12,AmEx,USD,SampleGen
98fe0435-9a11-4004-9215-f91c1edcc8cd,Kitchen,D200019,CID-001,CA-0002,2025-12-15,Cancelled,2199.8,132.0,2331.8,MC,USD,SampleGen
4122718d-db00-43d1-8023-81847784868d,Kitchen,D200020,CID-001,CA-0002,2025-12-21,Pending,333.9,20.04,353.94,MC,USD,SampleGen
a09b9d54-abd5-4399-adec-477be80d1adf,Kitchen,D200021,CID-001,CA-0002,2025-12-25,Cancelled,969.8,58.2,1028.0,AmEx,USD,SampleGen
010a94b8-76c5-4044-8c23-29eec5e1c1c9,Kitchen,D200022,CID-001,CA-0002,2026-01-23,Completed,473.86,28.44,502.3,VISA,USD,SampleGen
8ee70e46-f8fe-4373-953d-78d6c915962d,Kitchen,D200023,CID-001,CA-0002,2026-01-17,Completed,1039.88,62.4,1102.28,AmEx,USD,SampleGen
c9f82898-1c5b-4dc6-bb0b-ef733d6057f1,Kitchen,D200024,CID-001,CA-0002,2026-02-27,Shipped,1371.86,82.32,1454.18,PayPal,USD,SampleGen
2064c805-ce21-4eff-8275-7453fdae2cfd,Kitchen,D200025,CID-001,CA-0002,2026-02-02,Completed,2341.76,140.52,2482.28,MC,USD,SampleGen
d3ba4913-c986-439f-9c58-48774425287f,Kitchen,D200026,CID-001,CA-0002,2026-02-22,Completed,1561.84,93.72,1655.56,MC,USD,SampleGen
29021bb8-d14d-4074-afde-3cb529fd5cc0,Kitchen,D200027,CID-001,CA-0002,2026-03-23,Completed,1239.9,74.4,1314.3,AmEx,USD,SampleGen
ae1b0f98-c790-431f-8d25-3d0e47251faf,Kitchen,D200028,CID-001,CA-0002,2026-03-10,Cancelled,5187.76,311.28,5499.04,MC,USD,SampleGen
a8ff3526-b7a2-452d-8ed8-a6b384a3491a,Kitchen,D200029,CID-001,CA-0002,2026-03-29,Cancelled,2579.74,154.8,2734.54,VISA,USD,SampleGen
d86410c5-a363-4ca0-8230-adf004d16e1b,Kitchen,D200030,CID-001,CA-0002,2026-04-10,Completed,1189.82,71.4,1261.22,AmEx,USD,SampleGen
e0a9c4dc-b5b3-4088-8599-33f828fca281,Kitchen,D200031,CID-001,CA-0002,2026-04-20,Completed,1901.9,114.12,2016.02,VISA,USD,SampleGen
ebcb2c15-ca3f-498f-93f4-4cc8cc67b21b,Kitchen,D200032,CID-001,CA-0002,2026-04-28,Completed,3699.74,222.0,3921.74,AmEx,USD,SampleGen
