InvoiceId,InvoiceNumber,CustomerId,OrderId,InvoiceDate,DueDate,SubTotal,TaxAmount,TotalAmount,InvoiceStatus,CreatedBy
INV-eeae5ed2-0207-402e-95c8-9fd438b25a60,IS300000,CID-001,eeae5ed2-0207-402e-95c8-9fd438b25a60,2024-01-17,2024-02-16,809.96,70.87,880.83,Paid,SampleGen
INV-52b4bd74-cf20-436f-846f-9614f94482b7,IS300001,CID-001,52b4bd74-cf20-436f-846f-9614f94482b7,2025-04-21,2025-05-21,3049.97,266.87,3316.84,Paid,SampleGen
INV-c2c22265-d635-4e15-8f99-e4c138fbabd4,IS300002,CID-001,c2c22265-d635-4e15-8f99-e4c138fbabd4,2023-08-14,2023-09-13,679.97,59.5,739.47,Paid,SampleGen
INV-f7acac5e-3230-48df-a62f-e8e4bd18579f,IS300003,CID-001,f7acac5e-3230-48df-a62f-e8e4bd18579f,2023-11-16,2023-12-16,1069.95,93.62,1163.57,Paid,SampleGen
INV-5a40d1ae-ae2a-4a41-aefc-38fabbd356e6,IS300004,CID-002,5a40d1ae-ae2a-4a41-aefc-38fabbd356e6,2025-03-13,2025-04-12,4299.94,376.25,4676.19,Paid,SampleGen
INV-0f57d219-73bf-4266-b20b-474207c269fb,IS300005,CID-002,0f57d219-73bf-4266-b20b-474207c269fb,2025-10-07,2025-11-06,79.99,7.0,86.99,Paid,SampleGen
INV-5f231032-8cc5-447a-8380-72bd628c480f,IS300006,CID-003,5f231032-8cc5-447a-8380-72bd628c480f,2022-12-28,2023-01-27,1409.97,123.37,1533.34,Paid,SampleGen
INV-7f6284c3-071e-4713-a283-25952336b0dc,IS300007,CID-003,7f6284c3-071e-4713-a283-25952336b0dc,2022-08-03,2022-09-02,1049.98,91.87,1141.85,Paid,SampleGen
INV-6000cd89-ded0-4688-ac92-2f4f5d0a320f,IS300008,CID-004,6000cd89-ded0-4688-ac92-2f4f5d0a320f,2022-05-07,2022-06-06,239.98,21.0,260.98,Paid,SampleGen
INV-cbaff8de-4e91-4d76-b187-08d4503eb14b,IS300009,CID-004,cbaff8de-4e91-4d76-b187-08d4503eb14b,2025-01-23,2025-02-22,1949.97,170.62,2120.59,Paid,SampleGen
INV-c03660ee-160d-44e0-b234-60ac47628585,IS300010,CID-005,c03660ee-160d-44e0-b234-60ac47628585,2025-05-07,2025-06-06,2479.93,217.0,2696.93,Paid,SampleGen
INV-9f5000fc-43f9-46c2-9ed5-7cc0fc49eae3,IS300011,CID-005,9f5000fc-43f9-46c2-9ed5-7cc0fc49eae3,2022-11-30,2022-12-30,1159.98,101.5,1261.48,Paid,SampleGen
INV-71e76a3d-bd49-4bdd-bbf8-2342298a93e4,IS300012,CID-005,71e76a3d-bd49-4bdd-bbf8-2342298a93e4,2024-05-22,2024-06-21,1434.96,125.56,1560.52,Paid,SampleGen
INV-272392d7-2f99-4bf0-bdfd-dfd954fbda30,IS300013,CID-005,272392d7-2f99-4bf0-bdfd-dfd954fbda30,2024-09-01,2024-10-01,799.98,70.0,869.98,Paid,SampleGen
INV-82a1e20c-9642-46a6-8f18-c3b266dc97b6,IS300014,CID-006,82a1e20c-9642-46a6-8f18-c3b266dc97b6,2025-09-02,2025-10-02,499.98,43.75,543.73,Paid,SampleGen
INV-51c0ecbf-5c47-4d5b-8b0e-20e7ff1e15f9,IS300015,CID-006,51c0ecbf-5c47-4d5b-8b0e-20e7ff1e15f9,2026-01-20,2026-02-19,1759.94,154.0,1913.94,Paid,SampleGen
INV-da5f84e4-7181-42b7-b41a-bc3abfa9e6cf,IS300016,CID-006,da5f84e4-7181-42b7-b41a-bc3abfa9e6cf,2023-03-28,2023-04-27,619.96,54.25,674.21,Paid,SampleGen
INV-001b3868-62fa-4bc2-b86f-af3e8a4edaff,IS300017,CID-006,001b3868-62fa-4bc2-b86f-af3e8a4edaff,2024-09-08,2024-10-08,1449.97,126.87,1576.84,Paid,SampleGen
INV-d98dce4a-5f13-423b-8538-0112a5c295a2,IS300018,CID-006,d98dce4a-5f13-423b-8538-0112a5c295a2,2024-01-19,2024-02-18,1049.97,91.87,1141.84,Paid,SampleGen
INV-eb863a23-76fe-4a96-a0e8-711546cb57e9,IS300019,CID-007,eb863a23-76fe-4a96-a0e8-711546cb57e9,2023-10-24,2023-11-23,229.96,20.12,250.08,Paid,SampleGen
INV-7b90629e-1989-4066-a0f3-b89cd763e69c,IS300020,CID-007,7b90629e-1989-4066-a0f3-b89cd763e69c,2026-03-08,2026-04-07,989.97,86.62,1076.59,Paid,SampleGen
INV-899133c1-9898-4619-86e7-8df6fb4d4fba,IS300021,CID-008,899133c1-9898-4619-86e7-8df6fb4d4fba,2024-02-14,2024-03-15,739.97,64.75,804.72,Paid,SampleGen
INV-dd572bad-4f70-4a05-ae29-6576532cb339,IS300022,CID-008,dd572bad-4f70-4a05-ae29-6576532cb339,2022-12-15,2023-01-14,369.97,32.37,402.34,Paid,SampleGen
INV-1fe87156-5458-4672-9d43-2dc5a59537dd,IS300023,CID-008,1fe87156-5458-4672-9d43-2dc5a59537dd,2022-10-30,2022-11-29,579.99,50.75,630.74,Paid,SampleGen
INV-36ed9240-415c-4a2d-aa66-aafad34266b2,IS300024,CID-009,36ed9240-415c-4a2d-aa66-aafad34266b2,2023-06-05,2023-07-05,294.96,25.81,320.77,Paid,SampleGen
INV-977f96bd-fe14-42f6-858e-fca94a0bf3b9,IS300025,CID-010,977f96bd-fe14-42f6-858e-fca94a0bf3b9,2024-01-18,2024-02-17,2699.94,236.25,2936.19,Paid,SampleGen
INV-9fac4c68-d0bf-42c7-a31b-8e347c70c39e,IS300026,CID-010,9fac4c68-d0bf-42c7-a31b-8e347c70c39e,2024-11-21,2024-12-21,1779.95,155.75,1935.7,Paid,SampleGen
INV-d26016ed-1368-42fd-8a56-b432e5b2fa2e,IS300027,CID-010,d26016ed-1368-42fd-8a56-b432e5b2fa2e,2024-12-18,2025-01-17,1949.95,170.62,2120.57,Paid,SampleGen
INV-791647b0-6ec2-489e-8f4b-607fe01ea0d8,IS300028,CID-010,791647b0-6ec2-489e-8f4b-607fe01ea0d8,2025-05-23,2025-06-22,2049.96,179.37,2229.33,Paid,SampleGen
INV-2f3fe24a-7588-4c47-8761-bf31755ca6c5,IS300029,CID-010,2f3fe24a-7588-4c47-8761-bf31755ca6c5,2023-12-14,2024-01-13,359.98,31.5,391.48,Paid,SampleGen
INV-edaead56-d4d8-4225-8619-0447e8460c47,IS300030,CID-011,edaead56-d4d8-4225-8619-0447e8460c47,2024-02-13,2024-03-14,799.98,70.0,869.98,Paid,SampleGen
INV-356d1b0b-0e2c-4495-9d82-35d0c304055e,IS300031,CID-011,356d1b0b-0e2c-4495-9d82-35d0c304055e,2022-10-25,2022-11-24,1949.95,170.62,2120.57,Paid,SampleGen
INV-15e08967-1e4c-40a0-a1f6-befc14823d0c,IS300032,CID-011,15e08967-1e4c-40a0-a1f6-befc14823d0c,2023-01-01,2023-01-31,899.99,78.75,978.74,Paid,SampleGen
INV-af8f4005-88e0-4e40-9b47-d35e8d6a8c31,IS300033,CID-011,af8f4005-88e0-4e40-9b47-d35e8d6a8c31,2025-12-13,2026-01-12,979.98,85.75,1065.73,Paid,SampleGen
INV-45c5f2a7-1c22-4669-bee2-cbadb88cea60,IS300034,CID-012,45c5f2a7-1c22-4669-bee2-cbadb88cea60,2022-05-23,2022-06-22,1299.98,113.75,1413.73,Paid,SampleGen
INV-1c0fb659-dfa6-4112-8e37-ebd38cf2da09,IS300035,CID-013,1c0fb659-dfa6-4112-8e37-ebd38cf2da09,2025-07-31,2025-08-30,729.96,63.87,793.83,Paid,SampleGen
INV-a622823e-d180-4726-a70f-fa035b27298a,IS300036,CID-013,a622823e-d180-4726-a70f-fa035b27298a,2021-07-05,2021-08-04,1659.95,145.25,1805.2,Paid,SampleGen
INV-b87f3334-9347-4389-bfb7-ed1e9b0c70b7,IS300037,CID-014,b87f3334-9347-4389-bfb7-ed1e9b0c70b7,2022-12-14,2023-01-13,1099.97,96.25,1196.22,Paid,SampleGen
INV-a151ccda-859f-4328-ba99-8957c9b08c10,IS300038,CID-014,a151ccda-859f-4328-ba99-8957c9b08c10,2025-06-23,2025-07-23,1579.94,138.25,1718.19,Paid,SampleGen
INV-7209da2f-2548-49e3-9c30-6a2fc48e99bd,IS300039,CID-015,7209da2f-2548-49e3-9c30-6a2fc48e99bd,2026-01-14,2026-02-13,2449.97,214.37,2664.34,Paid,SampleGen
INV-029e47df-bc83-44ac-8814-66a4e33c62d5,IS300040,CID-016,029e47df-bc83-44ac-8814-66a4e33c62d5,2023-09-17,2023-10-17,1409.97,123.37,1533.34,Paid,SampleGen
INV-1559cdd7-5e76-485a-9250-5f7467255b54,IS300041,CID-016,1559cdd7-5e76-485a-9250-5f7467255b54,2024-03-11,2024-04-10,549.99,48.12,598.11,Paid,SampleGen
INV-55372f3f-6b21-4ffe-8b09-bc09d7d1039f,IS300042,CID-017,55372f3f-6b21-4ffe-8b09-bc09d7d1039f,2024-04-21,2024-05-21,1459.94,127.74,1587.68,Paid,SampleGen
INV-581d9b38-be60-48c7-9469-8d76aa3e409f,IS300043,CID-017,581d9b38-be60-48c7-9469-8d76aa3e409f,2026-03-11,2026-04-10,239.98,21.0,260.98,Paid,SampleGen
INV-c0166cfc-9ad7-4d44-abed-e9688df84608,IS300044,CID-017,c0166cfc-9ad7-4d44-abed-e9688df84608,2025-11-23,2025-12-23,1759.93,154.0,1913.93,Paid,SampleGen
INV-12af9c38-ce25-4679-9d07-d29102f2ca15,IS300045,CID-017,12af9c38-ce25-4679-9d07-d29102f2ca15,2024-03-11,2024-04-10,349.99,30.62,380.61,Paid,SampleGen
INV-8ef4fe8d-04a6-4eb0-b630-08d9289421ce,IS300046,CID-017,8ef4fe8d-04a6-4eb0-b630-08d9289421ce,2021-09-01,2021-10-01,1899.96,166.25,2066.21,Paid,SampleGen
INV-a9ba5b4b-936e-4bae-b458-c650fd2411a7,IS300047,CID-017,a9ba5b4b-936e-4bae-b458-c650fd2411a7,2025-06-11,2025-07-11,759.96,66.5,826.46,Paid,SampleGen
INV-851f5720-0d64-4125-a52e-acbc31dabeaf,IS300048,CID-018,851f5720-0d64-4125-a52e-acbc31dabeaf,2021-05-22,2021-06-21,2399.96,210.0,2609.96,Paid,SampleGen
INV-ed4116ef-6b3d-41a6-8b8f-b621751a59b8,IS300049,CID-018,ed4116ef-6b3d-41a6-8b8f-b621751a59b8,2024-12-06,2025-01-05,3029.96,265.12,3295.08,Paid,SampleGen
INV-9789eddf-6d22-4c87-bf8c-1584d54f5d75,IS300050,CID-018,9789eddf-6d22-4c87-bf8c-1584d54f5d75,2025-02-12,2025-03-14,4999.94,437.5,5437.44,Paid,SampleGen
INV-2b64456a-4e89-48b6-a5a0-28232d52e2f5,IS300051,CID-018,2b64456a-4e89-48b6-a5a0-28232d52e2f5,2026-02-12,2026-03-14,2509.95,219.62,2729.57,Paid,SampleGen
INV-ad846625-12e4-4892-9add-96c8dad6728e,IS300052,CID-019,ad846625-12e4-4892-9add-96c8dad6728e,2022-02-18,2022-03-20,299.98,26.25,326.23,Paid,SampleGen
INV-9081d1ef-b70a-46ac-aeb6-d95706e7b66e,IS300053,CID-019,9081d1ef-b70a-46ac-aeb6-d95706e7b66e,2023-10-11,2023-11-10,249.99,21.87,271.86,Paid,SampleGen
INV-225836cf-4af6-4348-afa8-9bf434b5902f,IS300054,CID-019,225836cf-4af6-4348-afa8-9bf434b5902f,2025-08-21,2025-09-20,1239.97,108.49,1348.46,Paid,SampleGen
INV-24afe897-d6b3-4092-b9cc-f2912d798b95,IS300055,CID-019,24afe897-d6b3-4092-b9cc-f2912d798b95,2021-01-26,2021-02-25,3549.94,310.62,3860.56,Paid,SampleGen
INV-324bd9c0-eb4e-4550-9693-6c49c6a010e6,IS300056,CID-019,324bd9c0-eb4e-4550-9693-6c49c6a010e6,2025-09-22,2025-10-22,1299.98,113.74,1413.72,Paid,SampleGen
INV-6948a158-6435-4b1a-9811-f3012e87bc2b,IS300057,CID-019,6948a158-6435-4b1a-9811-f3012e87bc2b,2021-04-27,2021-05-27,399.99,35.0,434.99,Paid,SampleGen
INV-2dbc7583-3964-41ed-880c-5d3956a051a8,IS300058,CID-020,2dbc7583-3964-41ed-880c-5d3956a051a8,2025-01-09,2025-02-08,1609.97,140.87,1750.84,Paid,SampleGen
INV-a5d2f843-2ea3-4870-883a-c3d286d0bed2,IS300059,CID-020,a5d2f843-2ea3-4870-883a-c3d286d0bed2,2021-08-14,2021-09-13,79.99,7.0,86.99,Paid,SampleGen
INV-8b0e4726-51c8-4df5-a508-b4f0e659f843,IS300060,CID-020,8b0e4726-51c8-4df5-a508-b4f0e659f843,2025-02-02,2025-03-04,449.99,39.37,489.36,Paid,SampleGen
INV-26385317-0a61-40b1-9568-f4cbc7ba2d38,IS300061,CID-020,26385317-0a61-40b1-9568-f4cbc7ba2d38,2021-11-06,2021-12-06,329.97,28.87,358.84,Paid,SampleGen
INV-ffb33a1e-1b3d-4fcf-b869-16d02332db2c,IS300062,CID-020,ffb33a1e-1b3d-4fcf-b869-16d02332db2c,2021-07-30,2021-08-29,119.99,10.5,130.49,Paid,SampleGen
INV-b193c9b9-6e69-433b-89bf-537ebbb00120,IS300063,CID-020,b193c9b9-6e69-433b-89bf-537ebbb00120,2025-08-10,2025-09-09,599.98,52.5,652.48,Paid,SampleGen
INV-49e97349-637b-471b-9296-f788f481f94c,IS300064,CID-021,49e97349-637b-471b-9296-f788f481f94c,2023-09-21,2023-10-21,3309.94,289.62,3599.56,Paid,SampleGen
INV-5cbd8a79-656c-4fda-8150-ea2d3b21cb6b,IS300065,CID-021,5cbd8a79-656c-4fda-8150-ea2d3b21cb6b,2023-04-15,2023-05-15,899.99,78.75,978.74,Paid,SampleGen
INV-25585ba9-2fec-4096-8a69-5125b8174007,IS300066,CID-022,25585ba9-2fec-4096-8a69-5125b8174007,2021-05-02,2021-06-01,289.98,25.37,315.35,Paid,SampleGen
INV-0c3a3879-0718-46da-b52a-0e37183dbaab,IS300067,CID-022,0c3a3879-0718-46da-b52a-0e37183dbaab,2023-05-03,2023-06-02,549.98,48.12,598.1,Paid,SampleGen
INV-d597e90d-9253-46ab-8773-467f8916317b,IS300068,CID-022,d597e90d-9253-46ab-8773-467f8916317b,2021-04-12,2021-05-12,1609.94,140.87,1750.81,Paid,SampleGen
INV-fe1d9729-71bb-4e48-bdb5-5290913cdd42,IS300069,CID-022,fe1d9729-71bb-4e48-bdb5-5290913cdd42,2024-07-04,2024-08-03,79.99,7.0,86.99,Paid,SampleGen
INV-0c527197-7320-4bee-9c6f-067504a54c51,IS300070,CID-023,0c527197-7320-4bee-9c6f-067504a54c51,2024-03-01,2024-03-31,449.99,39.37,489.36,Paid,SampleGen
INV-47d8233b-532b-471b-891a-87b4c7bb6e62,IS300071,CID-023,47d8233b-532b-471b-891a-87b4c7bb6e62,2023-03-14,2023-04-13,989.94,86.62,1076.56,Paid,SampleGen
INV-3ba7b309-56ca-4826-ace6-f5e455a8037c,IS300072,CID-023,3ba7b309-56ca-4826-ace6-f5e455a8037c,2021-02-10,2021-03-12,2719.94,238.0,2957.94,Paid,SampleGen
INV-146177ed-156b-4a5a-bd88-30099cee7bd5,IS300073,CID-023,146177ed-156b-4a5a-bd88-30099cee7bd5,2021-07-16,2021-08-15,2319.96,203.0,2522.96,Paid,SampleGen
INV-b76d30e0-f99a-4b8e-a5f1-bf591237b1b7,IS300074,CID-023,b76d30e0-f99a-4b8e-a5f1-bf591237b1b7,2025-04-28,2025-05-28,399.97,35.0,434.97,Paid,SampleGen
INV-48fcb7b4-637a-489c-86a9-002974ba5cca,IS300075,CID-023,48fcb7b4-637a-489c-86a9-002974ba5cca,2024-04-18,2024-05-18,2319.93,203.0,2522.93,Paid,SampleGen
INV-e4df2f8c-683e-43e5-9bdb-bd28c73507b2,IS300076,CID-023,e4df2f8c-683e-43e5-9bdb-bd28c73507b2,2025-03-22,2025-04-21,1669.94,146.12,1816.06,Paid,SampleGen
INV-59c20174-a235-4141-85e0-e008185eb5d1,IS300077,CID-024,59c20174-a235-4141-85e0-e008185eb5d1,2024-01-17,2024-02-16,1569.93,137.37,1707.3,Paid,SampleGen
INV-011bf4e8-5d13-4d9e-b110-ea0ba823d0d2,IS300078,CID-024,011bf4e8-5d13-4d9e-b110-ea0ba823d0d2,2024-01-26,2024-02-25,1559.93,136.5,1696.43,Paid,SampleGen
INV-e3a4cf64-16bc-430e-bdee-eb5dbc621b67,IS300079,CID-024,e3a4cf64-16bc-430e-bdee-eb5dbc621b67,2024-08-25,2024-09-24,1199.97,105.0,1304.97,Paid,SampleGen
INV-8d23ea52-8cd8-4df1-a464-d33a20cefab3,IS300080,CID-024,8d23ea52-8cd8-4df1-a464-d33a20cefab3,2025-12-04,2026-01-03,3209.93,280.87,3490.8,Paid,SampleGen
INV-931b12a0-8c46-4515-8280-92b3824dbfd2,IS300081,CID-025,931b12a0-8c46-4515-8280-92b3824dbfd2,2022-02-10,2022-03-12,629.97,55.12,685.09,Paid,SampleGen
INV-b68e40da-e353-4a18-bf3d-94f5b57d6bfa,IS300082,CID-025,b68e40da-e353-4a18-bf3d-94f5b57d6bfa,2023-02-12,2023-03-14,1509.97,132.12,1642.09,Paid,SampleGen
INV-6cc317fd-128d-492c-8310-a4a63d3e5175,IS300083,CID-026,6cc317fd-128d-492c-8310-a4a63d3e5175,2024-10-07,2024-11-06,1939.95,169.75,2109.7,Paid,SampleGen
INV-db5f2433-ebbb-4a1f-82a5-d1c4278957d5,IS300084,CID-026,db5f2433-ebbb-4a1f-82a5-d1c4278957d5,2021-01-28,2021-02-27,3729.94,326.37,4056.31,Paid,SampleGen
INV-7f7eb4fc-0fff-4c2b-be34-74abb98826d3,IS300085,CID-027,7f7eb4fc-0fff-4c2b-be34-74abb98826d3,2025-06-26,2025-07-26,3279.94,287.0,3566.94,Paid,SampleGen
INV-0923927b-59a2-4489-b599-c41853945c17,IS300086,CID-027,0923927b-59a2-4489-b599-c41853945c17,2023-10-12,2023-11-11,1599.96,140.0,1739.96,Paid,SampleGen
INV-a869e383-eab1-477c-a15d-ada8fbcabe20,IS300087,CID-028,a869e383-eab1-477c-a15d-ada8fbcabe20,2021-05-21,2021-06-20,1419.95,124.25,1544.2,Paid,SampleGen
INV-3e3d3621-914d-4923-8737-771d3a924d45,IS300088,CID-028,3e3d3621-914d-4923-8737-771d3a924d45,2024-09-13,2024-10-13,1949.97,170.62,2120.59,Paid,SampleGen
INV-45870fe8-17bb-42f8-b2b8-00de5b355e84,IS300089,CID-028,45870fe8-17bb-42f8-b2b8-00de5b355e84,2026-03-12,2026-04-11,1579.92,138.25,1718.17,Paid,SampleGen
INV-d4ffef81-761b-45ca-ac9c-f57fd7ec099d,IS300090,CID-028,d4ffef81-761b-45ca-ac9c-f57fd7ec099d,2022-01-06,2022-02-05,879.97,77.0,956.97,Paid,SampleGen
INV-2de758a2-aea4-41c3-8ae4-da843af35ca4,IS300091,CID-029,2de758a2-aea4-41c3-8ae4-da843af35ca4,2025-10-04,2025-11-03,1169.96,102.36,1272.32,Paid,SampleGen
INV-ad6fa130-b639-4669-8fe3-4c2d40d7c887,IS300092,CID-029,ad6fa130-b639-4669-8fe3-4c2d40d7c887,2022-01-26,2022-02-25,699.98,61.25,761.23,Paid,SampleGen
INV-5477bb26-ebaf-475a-8518-2088bd3c8734,IS300093,CID-029,5477bb26-ebaf-475a-8518-2088bd3c8734,2021-03-09,2021-04-08,1489.97,130.37,1620.34,Paid,SampleGen
INV-ee6ef76c-9445-40cd-9a21-5127036e55aa,IS300094,CID-030,ee6ef76c-9445-40cd-9a21-5127036e55aa,2021-11-01,2021-12-01,1649.95,144.37,1794.32,Paid,SampleGen
INV-34b1f220-f911-4f23-9d4b-e5e30a0331e7,IS300095,CID-031,34b1f220-f911-4f23-9d4b-e5e30a0331e7,2025-12-07,2026-01-06,449.98,39.37,489.35,Paid,SampleGen
INV-9d70837d-7ef0-493d-babf-fc8e00064435,IS300096,CID-031,9d70837d-7ef0-493d-babf-fc8e00064435,2021-08-18,2021-09-17,1069.97,93.62,1163.59,Paid,SampleGen
INV-a69d4def-43f0-4745-8fab-ebb194623b5b,IS300097,CID-031,a69d4def-43f0-4745-8fab-ebb194623b5b,2022-07-06,2022-08-05,699.98,61.25,761.23,Paid,SampleGen
INV-142a534f-59c2-4225-9bf0-837df45f0fb7,IS300098,CID-031,142a534f-59c2-4225-9bf0-837df45f0fb7,2024-12-06,2025-01-05,659.97,57.75,717.72,Paid,SampleGen
INV-d23629a8-feda-4b2c-872d-71b723ba92be,IS300099,CID-032,d23629a8-feda-4b2c-872d-71b723ba92be,2024-10-04,2024-11-03,2209.95,193.37,2403.32,Paid,SampleGen
INV-0da67083-4b9a-4b7e-b9b8-3f68240186f0,IS300100,CID-032,0da67083-4b9a-4b7e-b9b8-3f68240186f0,2025-02-16,2025-03-18,1479.94,129.5,1609.44,Paid,SampleGen
INV-c6d4f21b-4f4c-4e79-9c0c-bde57dab1cde,IS300101,CID-032,c6d4f21b-4f4c-4e79-9c0c-bde57dab1cde,2021-10-11,2021-11-10,944.95,82.68,1027.63,Paid,SampleGen
INV-675f9e42-702c-4525-a49a-fb1dcd16642c,IS300102,CID-033,675f9e42-702c-4525-a49a-fb1dcd16642c,2021-12-14,2022-01-13,2219.94,194.25,2414.19,Paid,SampleGen
INV-0037da38-2193-4c7e-8cb2-2a0adc6051fc,IS300103,CID-033,0037da38-2193-4c7e-8cb2-2a0adc6051fc,2023-10-20,2023-11-19,3249.94,284.37,3534.31,Paid,SampleGen
INV-4b1b4be5-63f7-4624-b22b-5f25ac36af2f,IS300104,CID-034,4b1b4be5-63f7-4624-b22b-5f25ac36af2f,2023-08-23,2023-09-22,439.96,38.5,478.46,Paid,SampleGen
INV-7db7cb40-57fc-406f-bbee-561457362481,IS300105,CID-035,7db7cb40-57fc-406f-bbee-561457362481,2024-01-08,2024-02-07,609.96,53.37,663.33,Paid,SampleGen
INV-63d61670-57d1-4b16-8ec2-50e166080816,IS300106,CID-036,63d61670-57d1-4b16-8ec2-50e166080816,2025-01-30,2025-03-01,1399.95,122.5,1522.45,Paid,SampleGen
INV-246a14f1-b0f9-4ec2-8276-5c5b6b2bb436,IS300107,CID-036,246a14f1-b0f9-4ec2-8276-5c5b6b2bb436,2021-07-07,2021-08-06,1779.96,155.75,1935.71,Paid,SampleGen
INV-f404fb03-9907-4b49-8aa1-8278fe68e8d4,IS300108,CID-036,f404fb03-9907-4b49-8aa1-8278fe68e8d4,2022-06-02,2022-07-02,2239.96,195.99,2435.95,Paid,SampleGen
INV-e126d171-f850-4f39-96ee-8263a35adcbe,IS300109,CID-036,e126d171-f850-4f39-96ee-8263a35adcbe,2024-04-08,2024-05-08,129.99,11.37,141.36,Paid,SampleGen
INV-ada13839-e185-4da8-8b50-b739b7672e59,IS300110,CID-037,ada13839-e185-4da8-8b50-b739b7672e59,2022-04-22,2022-05-22,2569.96,224.87,2794.83,Paid,SampleGen
INV-a485da3e-8c36-4152-9254-e90f8439078b,IS300111,CID-037,a485da3e-8c36-4152-9254-e90f8439078b,2024-10-13,2024-11-12,599.98,52.5,652.48,Paid,SampleGen
INV-c0635363-4709-486a-9403-83907505127c,IS300112,CID-037,c0635363-4709-486a-9403-83907505127c,2025-09-23,2025-10-23,119.98,10.5,130.48,Paid,SampleGen
INV-4297ed29-eaf0-4f2e-88f2-b0a267d5a9bc,IS300113,CID-038,4297ed29-eaf0-4f2e-88f2-b0a267d5a9bc,2025-05-24,2025-06-23,1909.95,167.12,2077.07,Paid,SampleGen
