AccountId,AccountNumber,CustomerId,AccountType,AccountStatus,CreatedDate,ClosedDate,Balance,Currency,Description,CreatedBy
9396f8fb-fd50-4550-b83b-00ab35eee29d,ACC-Camping-1000,CID-001,Receivable,Active,2021-01-01,,0.0,USD,Customer receivable account (Camping),SampleGen
f2286a43-71b6-4ba5-aa40-b7ee395c47df,ACC-Camping-1001,CID-002,Receivable,Active,2021-01-01,,0.0,USD,Customer receivable account (Camping),SampleGen
c6a7545a-5b31-456a-814f-7575aeb9fe8d,ACC-Camping-1002,CID-003,Receivable,Active,2021-01-01,,0.0,USD,Customer receivable account (Camping),SampleGen
f1597059-94e8-4f70-99d0-e39dd18f80e2,ACC-Camping-1003,CID-004,Receivable,Active,2021-01-01,,0.0,USD,Customer receivable account (Camping),SampleGen
d68bde73-9867-453c-9c49-0c5712fd3294,ACC-Camping-1004,CID-005,Receivable,Active,2021-01-01,,0.0,USD,Customer receivable account (Camping),SampleGen
beba2ca4-a39b-4ec8-bcf0-869dea3610d9,ACC-Camping-1005,CID-006,Receivable,Active,2021-01-01,,0.0,USD,Customer receivable account (Camping),SampleGen
0c7f0767-5772-449b-ad6b-aa186a9ed0c2,ACC-Camping-1006,CID-007,Receivable,Active,2021-01-01,,0.0,USD,Customer receivable account (Camping),SampleGen
415d1aac-a185-434e-a285-d0f86938d7be,ACC-Camping-1007,CID-008,Receivable,Active,2021-01-01,,0.0,USD,Customer receivable account (Camping),SampleGen
42c44e7c-e1cf-44c3-992e-9738e10d7048,ACC-Camping-1008,CID-009,Receivable,Active,2021-01-01,,0.0,USD,Customer receivable account (Camping),SampleGen
6627efb9-709b-429d-89eb-fcdf695a7e20,ACC-Camping-1009,CID-010,Receivable,Active,2021-01-01,,0.0,USD,Customer receivable account (Camping),SampleGen
e69b7a2d-1672-419c-b657-78093034a647,ACC-Camping-1010,CID-011,Receivable,Active,2021-01-01,,0.0,USD,Customer receivable account (Camping),SampleGen
1ff27585-38e3-456d-962b-e3c6731f2cc0,ACC-Camping-1011,CID-012,Receivable,Active,2021-01-01,,0.0,USD,Customer receivable account (Camping),SampleGen
aedf8407-d50d-48ee-969b-0466f8ef157b,ACC-Camping-1012,CID-013,Receivable,Active,2021-01-01,,0.0,USD,Customer receivable account (Camping),SampleGen
7d5b08a4-e082-41d9-a408-8fb3be7f4bba,ACC-Camping-1013,CID-014,Receivable,Active,2021-01-01,,0.0,USD,Customer receivable account (Camping),SampleGen
47308a81-48c9-4008-827a-f55007ea1630,ACC-Camping-1014,CID-015,Receivable,Active,2021-01-01,,0.0,USD,Customer receivable account (Camping),SampleGen
1e5f6e5b-1b05-4132-99fa-5bcc64fb1183,ACC-Camping-1015,CID-016,Receivable,Active,2021-01-01,,0.0,USD,Customer receivable account (Camping),SampleGen
480e07fe-a4f8-453d-a41a-043ab6659a9d,ACC-Camping-1016,CID-017,Receivable,Active,2021-01-01,,0.0,USD,Customer receivable account (Camping),SampleGen
3c54af9d-771c-43ca-81ad-2571ae03bdbc,ACC-Camping-1017,CID-018,Receivable,Active,2021-01-01,,0.0,USD,Customer receivable account (Camping),SampleGen
23472ee0-5cfe-455b-ae36-5d5181bad97e,ACC-Camping-1018,CID-019,Receivable,Active,2021-01-01,,0.0,USD,Customer receivable account (Camping),SampleGen
470d6f18-5a20-4de7-af16-093ee3636ac7,ACC-Camping-1019,CID-020,Receivable,Active,2021-01-01,,0.0,USD,Customer receivable account (Camping),SampleGen
b09aa76d-de0c-43f3-ba32-b0cf644dda57,ACC-Camping-1020,CID-021,Receivable,Active,2021-01-01,,0.0,USD,Customer receivable account (Camping),SampleGen
289b4b0a-476e-4ca6-b253-5640a19fd098,ACC-Camping-1021,CID-022,Receivable,Active,2021-01-01,,0.0,USD,Customer receivable account (Camping),SampleGen
9ba7c10a-b45f-498d-b0a2-53ea2da4d417,ACC-Camping-1022,CID-023,Receivable,Active,2021-01-01,,0.0,USD,Customer receivable account (Camping),SampleGen
85d8dd80-cf41-40a2-b1c6-293cf1512c30,ACC-Camping-1023,CID-024,Receivable,Active,2021-01-01,,0.0,USD,Customer receivable account (Camping),SampleGen
c7640834-7106-4e8a-a598-6cb78021bb4e,ACC-Camping-1024,CID-025,Receivable,Active,2021-01-01,,0.0,USD,Customer receivable account (Camping),SampleGen
e1a8d0cc-feac-4914-8b14-4b74ebede7ea,ACC-Camping-1025,CID-026,Receivable,Active,2021-01-01,,0.0,USD,Customer receivable account (Camping),SampleGen
d53f82a4-7734-49f9-af87-5eea9f319799,ACC-Camping-1026,CID-027,Receivable,Active,2021-01-01,,0.0,USD,Customer receivable account (Camping),SampleGen
6a25aabf-e7cd-40fa-abef-d0df7a6841c7,ACC-Camping-1027,CID-028,Receivable,Active,2021-01-01,,0.0,USD,Customer receivable account (Camping),SampleGen
6eb572cf-38ad-478d-8cd3-cdba77b5aa42,ACC-Camping-1028,CID-029,Receivable,Active,2021-01-01,,0.0,USD,Customer receivable account (Camping),SampleGen
454aac10-b4cc-4a54-9f07-01961b83eb8b,ACC-Camping-1029,CID-030,Receivable,Active,2021-01-01,,0.0,USD,Customer receivable account (Camping),SampleGen
e88c0864-977e-4594-b642-61d2d7503551,ACC-Camping-1030,CID-031,Receivable,Active,2021-01-01,,0.0,USD,Customer receivable account (Camping),SampleGen
013a1892-f9c4-4dde-9e51-fda35548b037,ACC-Camping-1031,CID-032,Receivable,Active,2021-01-01,,0.0,USD,Customer receivable account (Camping),SampleGen
c3c6ec7e-fa43-4ce4-bcb9-2361caf5da49,ACC-Camping-1032,CID-033,Receivable,Active,2021-01-01,,0.0,USD,Customer receivable account (Camping),SampleGen
f2b1a9d8-3b0a-4045-a05d-94f0ff2f6d96,ACC-Camping-1033,CID-034,Receivable,Active,2021-01-01,,0.0,USD,Customer receivable account (Camping),SampleGen
0efdba0f-765b-4957-b494-399c71de9931,ACC-Camping-1034,CID-035,Receivable,Active,2021-01-01,,0.0,USD,Customer receivable account (Camping),SampleGen
6a96d097-e22d-466d-aac8-515c178e280e,ACC-Camping-1035,CID-036,Receivable,Active,2021-01-01,,0.0,USD,Customer receivable account (Camping),SampleGen
850751a0-b158-4716-b2b2-300ef01ea2f6,ACC-Camping-1036,CID-037,Receivable,Active,2021-01-01,,0.0,USD,Customer receivable account (Camping),SampleGen
9c3a70e9-eee2-47fe-b061-2167ad9fd06a,ACC-Camping-1037,CID-038,Receivable,Active,2021-01-01,,0.0,USD,Customer receivable account (Camping),SampleGen
1bd0cacc-1a54-4a9e-ba92-ae6cbea26743,ACC-Camping-1038,CID-039,Receivable,Active,2021-01-01,,0.0,USD,Customer receivable account (Camping),SampleGen
b160c373-b0d9-4586-8c22-12366f4e788e,ACC-Camping-1039,CID-040,Receivable,Active,2021-01-01,,0.0,USD,Customer receivable account (Camping),SampleGen
f10f7750-b366-48a0-bc2f-6f44457adc6d,ACC-Camping-1040,CID-041,Receivable,Active,2021-01-01,,0.0,USD,Customer receivable account (Camping),SampleGen
1b2305c6-eebe-465e-a441-d60718d7b5b9,ACC-Camping-1041,CID-042,Receivable,Active,2021-01-01,,0.0,USD,Customer receivable account (Camping),SampleGen
8b452451-1693-42da-af8a-1e6881418c23,ACC-Camping-1042,CID-043,Receivable,Active,2021-01-01,,0.0,USD,Customer receivable account (Camping),SampleGen
c07bde1c-1f18-4b0e-b7f2-7ee5956cd444,ACC-Camping-1043,CID-044,Receivable,Active,2021-01-01,,0.0,USD,Customer receivable account (Camping),SampleGen
f0401f1e-88be-45a0-b870-a89d01b03cbc,ACC-Camping-1044,CID-045,Receivable,Active,2021-01-01,,0.0,USD,Customer receivable account (Camping),SampleGen
479c1a25-1e69-4fdf-87fe-3f85bfdfc036,ACC-Camping-1045,CID-046,Receivable,Active,2021-01-01,,0.0,USD,Customer receivable account (Camping),SampleGen
7b49f890-1df7-4443-833b-d2b1ba23e3c0,ACC-Camping-1046,CID-047,Receivable,Active,2021-01-01,,0.0,USD,Customer receivable account (Camping),SampleGen
0c518f55-75a6-4f43-bcd8-66a25301937a,ACC-Camping-1047,CID-048,Receivable,Active,2021-01-01,,0.0,USD,Customer receivable account (Camping),SampleGen
3dae5090-9e17-4563-88b6-dd7f4571a6c4,ACC-Camping-1048,CID-049,Receivable,Active,2021-01-01,,0.0,USD,Customer receivable account (Camping),SampleGen
d9923da4-b6b0-4a83-a2da-2c5e4fe23199,ACC-Camping-1049,CID-050,Receivable,Active,2021-01-01,,0.0,USD,Customer receivable account (Camping),SampleGen
486619b5-e3d4-430c-bb8b-e48a5868cb88,ACC-Camping-1050,CID-051,Receivable,Active,2021-01-01,,0.0,USD,Customer receivable account (Camping),SampleGen
543fd915-03f3-496f-a5c7-393bbe9f7f35,ACC-Camping-1051,CID-052,Receivable,Active,2021-01-01,,0.0,USD,Customer receivable account (Camping),SampleGen
79830dca-55f6-4cb0-aa8c-5851400e4634,ACC-Camping-1052,CID-053,Receivable,Active,2021-01-01,,0.0,USD,Customer receivable account (Camping),SampleGen
5f99371b-f538-4927-b6cb-a2ab3f22f9c5,ACC-Camping-1053,CID-054,Receivable,Active,2021-01-01,,0.0,USD,Customer receivable account (Camping),SampleGen
ebb7797a-bc2c-46e2-9109-cc55d08da8a5,ACC-Camping-1054,CID-055,Receivable,Active,2021-01-01,,0.0,USD,Customer receivable account (Camping),SampleGen
906aff7e-09e0-451b-8e36-2d9226692f21,ACC-Camping-1055,CID-056,Receivable,Active,2021-01-01,,0.0,USD,Customer receivable account (Camping),SampleGen
1f757b67-98db-43ea-a6f6-1d780099be5a,ACC-Camping-1056,CID-057,Receivable,Active,2021-01-01,,0.0,USD,Customer receivable account (Camping),SampleGen
c3b55f76-2a7d-47c5-915a-4d614b87af88,ACC-Camping-1057,CID-058,Receivable,Active,2021-01-01,,0.0,USD,Customer receivable account (Camping),SampleGen
97dff2dc-e879-4e91-bd54-239c7123aecb,ACC-Camping-1058,CID-059,Receivable,Active,2021-01-01,,0.0,USD,Customer receivable account (Camping),SampleGen
3f772105-644b-409d-8d65-7b0279b3020d,ACC-Camping-1059,CID-060,Receivable,Active,2021-01-01,,0.0,USD,Customer receivable account (Camping),SampleGen
c2a825df-2475-4aef-b1f8-dc354c62dada,ACC-Camping-1060,CID-061,Receivable,Active,2021-01-01,,0.0,USD,Customer receivable account (Camping),SampleGen
89485a2e-064b-4520-947f-83fd5244e0b6,ACC-Camping-1061,CID-062,Receivable,Active,2021-01-01,,0.0,USD,Customer receivable account (Camping),SampleGen
12fbbf96-9bec-420c-8a93-f64e1f88e830,ACC-Camping-1062,CID-063,Receivable,Active,2021-01-01,,0.0,USD,Customer receivable account (Camping),SampleGen
dafbc337-1e38-470c-a884-c3e8854d6847,ACC-Camping-1063,CID-064,Receivable,Active,2021-01-01,,0.0,USD,Customer receivable account (Camping),SampleGen
e4f86423-33b1-4563-a7ec-8050aca53a32,ACC-Camping-1064,CID-065,Receivable,Active,2021-01-01,,0.0,USD,Customer receivable account (Camping),SampleGen
4985dbfe-83cc-4f14-a1a7-9943e7ffb337,ACC-Camping-1065,CID-066,Receivable,Active,2021-01-01,,0.0,USD,Customer receivable account (Camping),SampleGen
43830839-9e8c-45e7-bf0e-26e25c4ddeb4,ACC-Camping-1066,CID-067,Receivable,Active,2021-01-01,,0.0,USD,Customer receivable account (Camping),SampleGen
6138329e-c4a7-434d-9143-bd49272ecb5a,ACC-Camping-1067,CID-068,Receivable,Active,2021-01-01,,0.0,USD,Customer receivable account (Camping),SampleGen
3b0f39aa-c185-49e1-891c-6d6db91c2e53,ACC-Camping-1068,CID-069,Receivable,Active,2021-01-01,,0.0,USD,Customer receivable account (Camping),SampleGen
4ab2cfc1-dade-4b19-a055-4c7751c7969a,ACC-Camping-1069,CID-070,Receivable,Active,2021-01-01,,0.0,USD,Customer receivable account (Camping),SampleGen
16a40ea0-8e7c-40fd-858f-5cac69e537bb,ACC-Camping-1070,CID-071,Receivable,Active,2021-01-01,,0.0,USD,Customer receivable account (Camping),SampleGen
1595dd84-801c-410a-b62c-bc4c598502a6,ACC-Camping-1071,CID-072,Receivable,Active,2021-01-01,,0.0,USD,Customer receivable account (Camping),SampleGen
e2d80a5b-1b12-4848-b48f-37f489075485,ACC-Camping-1072,CID-073,Receivable,Active,2021-01-01,,0.0,USD,Customer receivable account (Camping),SampleGen
054c57e4-07e7-49b2-baf7-2e70f0d0df10,ACC-Camping-1073,CID-074,Receivable,Active,2021-01-01,,0.0,USD,Customer receivable account (Camping),SampleGen
57ffc10a-2577-4c83-a228-c506097c1a96,ACC-Camping-1074,CID-075,Receivable,Active,2021-01-01,,0.0,USD,Customer receivable account (Camping),SampleGen
78cead9e-6253-479f-87fa-6525f1738dcb,ACC-Camping-1075,CID-076,Receivable,Active,2021-01-01,,0.0,USD,Customer receivable account (Camping),SampleGen
5512750c-232e-48d9-96bd-18a66dc205af,ACC-Camping-1076,CID-077,Receivable,Active,2021-01-01,,0.0,USD,Customer receivable account (Camping),SampleGen
fe068661-59d1-4f48-8986-bf469adeb454,ACC-Camping-1077,CID-078,Receivable,Active,2021-01-01,,0.0,USD,Customer receivable account (Camping),SampleGen
9a969922-420f-430e-bd9e-e11474b19368,ACC-Camping-1078,CID-079,Receivable,Active,2021-01-01,,0.0,USD,Customer receivable account (Camping),SampleGen
4a04525c-c22d-4cc9-b4f3-e5d45e0e5eee,ACC-Camping-1079,CID-080,Receivable,Active,2021-01-01,,0.0,USD,Customer receivable account (Camping),SampleGen
e35eb4e4-22dc-4af3-b303-0f59acc18f91,ACC-Camping-1080,CID-081,Receivable,Active,2021-01-01,,0.0,USD,Customer receivable account (Camping),SampleGen
0d8b15fd-3645-4ef7-bdbd-3cd4b1276f37,ACC-Camping-1081,CID-082,Receivable,Active,2021-01-01,,0.0,USD,Customer receivable account (Camping),SampleGen
