PaymentId,InvoiceId,CustomerId,PaymentDate,PaymentAmount,PaymentMethod,PaymentStatus,CreatedBy
PAY-8267b3bb-a070-4175-a273-53138c05e288,INV-8267b3bb-a070-4175-a273-53138c05e288,CID-001,2024-01-04,4632.69,Discover,Completed,SampleGen
PAY-9abc6f8e-4a91-4779-b5c4-8a4e631a0b29,INV-9abc6f8e-4a91-4779-b5c4-8a4e631a0b29,CID-001,2025-11-02,1794.32,PayPal,Completed,SampleGen
PAY-094d0d09-5e7e-4d03-b627-2629e87e6fdd,INV-094d0d09-5e7e-4d03-b627-2629e87e6fdd,CID-001,2024-12-01,978.74,Discover,Completed,SampleGen
PAY-6710e074-b542-4ff0-adf3-32070792b19d,INV-6710e074-b542-4ff0-adf3-32070792b19d,CID-002,2021-11-02,1913.96,VISA,Completed,SampleGen
PAY-9380342e-c1d8-4df1-afa6-0e74aca8d996,INV-9380342e-c1d8-4df1-afa6-0e74aca8d996,CID-002,2025-11-23,706.86,MC,Completed,SampleGen
PAY-2e7119a8-c312-4d3e-8be0-7c041e9fac8e,INV-2e7119a8-c312-4d3e-8be0-7c041e9fac8e,CID-003,2023-06-10,630.71,Discover,Completed,SampleGen
PAY-aa2e9ed2-98d8-46d5-bb55-74d77189e2f6,INV-aa2e9ed2-98d8-46d5-bb55-74d77189e2f6,CID-003,2023-10-23,2229.3,VISA,Completed,SampleGen
PAY-e7a820ee-91e3-4602-a65e-8547e548ba42,INV-e7a820ee-91e3-4602-a65e-8547e548ba42,CID-004,2024-06-23,1647.52,VISA,Completed,SampleGen
PAY-4f905f68-1944-4b2f-8177-898b19d41dd2,INV-4f905f68-1944-4b2f-8177-898b19d41dd2,CID-004,2025-03-25,380.59,Discover,Completed,SampleGen
PAY-becc6798-3228-4d94-a216-7661c98bfeb2,INV-becc6798-3228-4d94-a216-7661c98bfeb2,CID-005,2025-07-11,967.84,MC,Completed,SampleGen
PAY-107c2f56-2d24-4cca-9207-d3dd13db56fc,INV-107c2f56-2d24-4cca-9207-d3dd13db56fc,CID-005,2025-08-10,1739.98,VISA,Completed,SampleGen
PAY-4d453d50-b02e-47df-b75f-cf4c46953748,INV-4d453d50-b02e-47df-b75f-cf4c46953748,CID-005,2021-08-04,2327.18,AmEx,Completed,SampleGen
PAY-b764fbd3-c60c-47f4-9aae-67ba8f63c165,INV-b764fbd3-c60c-47f4-9aae-67ba8f63c165,CID-006,2023-01-01,978.74,Discover,Completed,SampleGen
PAY-8e7c1d88-1498-41bc-86a2-f0bdcf20a324,INV-8e7c1d88-1498-41bc-86a2-f0bdcf20a324,CID-006,2022-07-01,173.98,VISA,Completed,SampleGen
PAY-df25f190-7a1b-4cd5-b616-4a8a568cfb9d,INV-df25f190-7a1b-4cd5-b616-4a8a568cfb9d,CID-006,2024-01-29,1391.97,VISA,Completed,SampleGen
PAY-e06b6650-7a4e-4997-9524-14cfcce432df,INV-e06b6650-7a4e-4997-9524-14cfcce432df,CID-006,2025-04-09,173.98,AmEx,Completed,SampleGen
PAY-fb32d844-0255-4fa5-87c9-c75e1190a1ba,INV-fb32d844-0255-4fa5-87c9-c75e1190a1ba,CID-006,2022-07-31,173.98,VISA,Completed,SampleGen
PAY-6e54fbf6-1bb4-47ae-b3c6-eea98ea9f97f,INV-6e54fbf6-1bb4-47ae-b3c6-eea98ea9f97f,CID-007,2021-07-04,630.7,AmEx,Completed,SampleGen
PAY-c72cb375-e899-429f-abfd-b6f50ebf143b,INV-c72cb375-e899-429f-abfd-b6f50ebf143b,CID-007,2025-06-29,2773.07,VISA,Completed,SampleGen
PAY-30bc88fa-6384-45a5-9442-fb72c65f8f6d,INV-30bc88fa-6384-45a5-9442-fb72c65f8f6d,CID-008,2024-05-18,1957.46,VISA,Completed,SampleGen
PAY-f23b6a4c-5e4f-4982-b300-a41cb26d1687,INV-f23b6a4c-5e4f-4982-b300-a41cb26d1687,CID-008,2022-11-01,1609.46,MC,Completed,SampleGen
PAY-bb9b7da8-a326-44e4-bf97-34aad3ff6d7a,INV-bb9b7da8-a326-44e4-bf97-34aad3ff6d7a,CID-008,2024-07-19,587.21,MC,Completed,SampleGen
PAY-f3f15671-0ee5-4fa4-b175-054e981bb41f,INV-f3f15671-0ee5-4fa4-b175-054e981bb41f,CID-008,2022-09-16,3746.38,VISA,Completed,SampleGen
PAY-eb7d4416-fce9-4c36-84fb-d0760304e7a4,INV-eb7d4416-fce9-4c36-84fb-d0760304e7a4,CID-008,2026-01-02,2609.94,Discover,Completed,SampleGen
PAY-67aff0cd-6c93-47d9-aafc-fd35ad117416,INV-67aff0cd-6c93-47d9-aafc-fd35ad117416,CID-009,2023-03-26,1696.44,VISA,Completed,SampleGen
PAY-b4da551f-3540-4ef4-b769-2e23fbae87c7,INV-b4da551f-3540-4ef4-b769-2e23fbae87c7,CID-009,2022-05-08,380.61,MC,Completed,SampleGen
