OrderId,SalesChannelId,OrderNumber,CustomerId,CustomerAccountId,OrderDate,OrderStatus,SubTotal,TaxAmount,OrderTotal,PaymentMethod,IsoCurrencyCode,CreatedBy
1325e3ba-006b-461e-b63a-ad3a108183b3,Kitchen,D200000,CID-001,CA-0002,2021-09-14,Shipped,635.9,38.16,674.06,VISA,USD,SampleGen
f3f797c7-19ba-4c15-b749-ee33c93cba5c,Kitchen,D200001,CID-001,CA-0002,2021-10-23,Completed,5687.74,341.28,6029.02,MC,USD,SampleGen
a9968140-81b4-4ce4-9c71-490a48c92a03,Kitchen,D200002,CID-001,CA-0002,2021-11-27,Completed,4703.64,282.22,4985.86,VISA,USD,SampleGen
68ea8af3-6e04-4867-bd28-c149bfbf059f,Kitchen,D200003,CID-001,CA-0002,2021-12-22,Completed,2017.86,121.08,2138.94,MC,USD,SampleGen
bb4ffa9b-14dc-4503-80ea-80600c8708f8,Kitchen,D200004,CID-001,CA-0002,2022-03-18,Completed,989.82,59.4,1049.22,MC,USD,SampleGen
82b6f524-e1da-4a64-99c7-b9220a4545e7,Kitchen,D200005,CID-001,CA-0002,2022-04-26,Completed,1535.82,92.16,1627.98,PayPal,USD,SampleGen
80734fd8-8b8c-4a77-accc-1e3b5fb7103e,Kitchen,D200006,CID-001,CA-0002,2022-06-09,Completed,1031.92,61.92,1093.84,VISA,USD,SampleGen
785be578-e4d3-4ca9-8a53-b95a1acb21ec,Kitchen,D200007,CID-001,CA-0002,2022-07-31,Completed,939.8,56.4,996.2,VISA,USD,SampleGen
a8d56ca6-57ee-4b98-881f-54f75817c737,Kitchen,D200008,CID-001,CA-0002,2022-08-28,Completed,2721.74,163.32,2885.06,AmEx,USD,SampleGen
2dada4b0-af79-4ebb-a1ee-fc87b9b34f14,Kitchen,D200009,CID-001,CA-0002,2022-09-25,Completed,2127.78,127.68,2255.46,AmEx,USD,SampleGen
498c5e2b-81b2-455c-bae4-e17c02ea94b9,Kitchen,D200010,CID-001,CA-0002,2022-10-07,Cancelled,667.78,40.08,707.86,VISA,USD,SampleGen
c6bbb157-c875-455c-81c5-69995fd311b9,Kitchen,D200011,CID-001,CA-0002,2022-11-29,Completed,727.88,43.68,771.56,VISA,USD,SampleGen
fe564d19-00c2-47c2-976b-55ce4a0ba1da,Kitchen,D200012,CID-001,CA-0002,2022-12-16,Completed,2075.74,124.56,2200.3,Discover,USD,SampleGen
35009520-1ba8-4861-a412-987911d4654a,Kitchen,D200013,CID-001,CA-0002,2023-01-13,Completed,1749.72,105.0,1854.72,Discover,USD,SampleGen
8106c3f8-fe29-431c-95e7-f703bec0b98f,Kitchen,D200014,CID-001,CA-0002,2023-02-11,Completed,4107.78,246.48,4354.26,MC,USD,SampleGen
f14d2d22-251a-48bc-8951-cf4dfbec2f33,Kitchen,D200015,CID-001,CA-0002,2023-04-13,Completed,703.88,42.24,746.12,Discover,USD,SampleGen
4a2205c7-0f00-4aa0-8ea0-d0a5149f1eb9,Kitchen,D200016,CID-001,CA-0002,2023-08-12,Shipped,2951.76,177.12,3128.88,MC,USD,SampleGen
945e446e-b3d1-4583-911b-0fda5f4b45c7,Kitchen,D200017,CID-001,CA-0002,2023-09-18,Completed,671.76,40.32,712.08,PayPal,USD,SampleGen
571f3d91-535c-4d45-853a-751d9d049b60,Kitchen,D200018,CID-001,CA-0002,2023-11-01,Shipped,805.8,48.36,854.16,VISA,USD,SampleGen
0e17637d-daca-42be-9793-28e4fccb62a4,Kitchen,D200019,CID-001,CA-0002,2023-12-12,Completed,407.9,24.48,432.38,AmEx,USD,SampleGen
