AccountId,AccountNumber,CustomerId,AccountType,AccountStatus,CreatedDate,ClosedDate,Balance,Currency,Description,CreatedBy
913a9c5b-6201-4f2b-8a99-46b721d61b96,ACC-Camping-1000,CID-001,Receivable,Active,2021-01-01,,0.0,USD,Customer receivable account (Camping),SampleGen
484f5091-659f-4a22-8f67-2328653d1c5a,ACC-Camping-1001,CID-002,Receivable,Active,2021-01-01,,0.0,USD,Customer receivable account (Camping),SampleGen
918c5483-3821-441b-9b1d-7ff08e0d196a,ACC-Camping-1002,CID-003,Receivable,Active,2021-01-01,,0.0,USD,Customer receivable account (Camping),SampleGen
54e52ebc-517e-42cd-874b-18c595d2416b,ACC-Camping-1003,CID-004,Receivable,Active,2021-01-01,,0.0,USD,Customer receivable account (Camping),SampleGen
abada799-f978-4ca0-a41e-b3e3e82e821e,ACC-Camping-1004,CID-005,Receivable,Active,2021-01-01,,0.0,USD,Customer receivable account (Camping),SampleGen
92906448-e54a-40d0-abdc-56fe35313a91,ACC-Camping-1005,CID-006,Receivable,Active,2021-01-01,,0.0,USD,Customer receivable account (Camping),SampleGen
e89b463f-3ed5-4d48-9713-6a10e203bdb8,ACC-Camping-1006,CID-007,Receivable,Active,2021-01-01,,0.0,USD,Customer receivable account (Camping),SampleGen
86e377d7-3bdf-42fb-b3c3-65256aa83592,ACC-Camping-1007,CID-008,Receivable,Active,2021-01-01,,0.0,USD,Customer receivable account (Camping),SampleGen
385979cd-754a-4c90-bbcd-5097c64718e3,ACC-Camping-1008,CID-009,Receivable,Active,2021-01-01,,0.0,USD,Customer receivable account (Camping),SampleGen
23f4915d-dfcf-4cb5-8c4d-13992972dfb5,ACC-Camping-1009,CID-010,Receivable,Active,2021-01-01,,0.0,USD,Customer receivable account (Camping),SampleGen
d6795eae-ae37-4445-a93c-92d102a8772d,ACC-Camping-1010,CID-011,Receivable,Active,2021-01-01,,0.0,USD,Customer receivable account (Camping),SampleGen
a22176e8-6d42-4b9e-8cbe-a4d051cc0fef,ACC-Camping-1011,CID-012,Receivable,Active,2021-01-01,,0.0,USD,Customer receivable account (Camping),SampleGen
46eef23e-8330-402b-a76b-0b8f7673fe41,ACC-Camping-1012,CID-013,Receivable,Active,2021-01-01,,0.0,USD,Customer receivable account (Camping),SampleGen
243e5d06-8521-42c6-ad27-bc141eb6c88a,ACC-Camping-1013,CID-014,Receivable,Active,2021-01-01,,0.0,USD,Customer receivable account (Camping),SampleGen
b2c6b201-5295-40dd-abdc-b4e3bd7f1603,ACC-Camping-1014,CID-015,Receivable,Active,2021-01-01,,0.0,USD,Customer receivable account (Camping),SampleGen
a2bf2f4a-1a92-4d30-9116-0e695dced779,ACC-Camping-1015,CID-016,Receivable,Active,2021-01-01,,0.0,USD,Customer receivable account (Camping),SampleGen
d4525096-21d9-4cc4-904a-7885e61886ef,ACC-Camping-1016,CID-017,Receivable,Active,2021-01-01,,0.0,USD,Customer receivable account (Camping),SampleGen
0f021acb-9e62-4721-8564-7cc7739f7696,ACC-Camping-1017,CID-018,Receivable,Active,2021-01-01,,0.0,USD,Customer receivable account (Camping),SampleGen
9259f1f7-2666-4cd2-a24b-c368aa46a9a1,ACC-Camping-1018,CID-019,Receivable,Active,2021-01-01,,0.0,USD,Customer receivable account (Camping),SampleGen
cf8f95bc-829c-49ec-8091-391a91fd1f75,ACC-Camping-1019,CID-020,Receivable,Active,2021-01-01,,0.0,USD,Customer receivable account (Camping),SampleGen
d16a4953-3724-45e3-ae32-021a922cd47a,ACC-Camping-1020,CID-021,Receivable,Active,2021-01-01,,0.0,USD,Customer receivable account (Camping),SampleGen
3e16f83f-67e5-4c1a-8f55-3fb60dac20c1,ACC-Camping-1021,CID-022,Receivable,Active,2021-01-01,,0.0,USD,Customer receivable account (Camping),SampleGen
12b48848-5fb7-428f-8fa0-3b2f799dbfa2,ACC-Camping-1022,CID-023,Receivable,Active,2021-01-01,,0.0,USD,Customer receivable account (Camping),SampleGen
a25a4f00-0250-4f76-9fa0-90aa6b05befd,ACC-Camping-1023,CID-024,Receivable,Active,2021-01-01,,0.0,USD,Customer receivable account (Camping),SampleGen
d1d59d4b-2337-4dc7-98bd-87a91090643c,ACC-Camping-1024,CID-025,Receivable,Active,2021-01-01,,0.0,USD,Customer receivable account (Camping),SampleGen
